Location,WindGustDir,WindDir9am,WindDir3pm,RainToday
Canberra,WNW,SSW,WSW,No
Canberra,N,ESE,SSW,No
Canberra,NW,NNW,WNW,No
Canberra,NW,NW,NW,No
Canberra,NNW,SE,NNW,No
Canberra,N,SSW,NNW,No
Canberra,NNW,ESE,NNW,No
Canberra,WNW,NNW,WNW,Yes
Canberra,WNW,NNW,NNW,No
Canberra,NNW,NNW,NW,No
Canberra,SSW,E,SSW,No
Canberra,E,NNW,NW,No
Canberra,WNW,NW,WNW,Yes
Canberra,NNW,NNW,WNW,No
Canberra,S,NW,S,No
Canberra,S,WSW,S,No
Canberra,SW,SW,NNW,No
Canberra,SE,SE,N,No
Canberra,N,NW,N,No
Canberra,WNW,ENE,WSW,No
Canberra,NW,SSE,NW,No
Canberra,NNW,N,NW,No
Canberra,NNW,NNW,NW,No
Canberra,NW,NNW,NW,No
Canberra,NW,WNW,NW,No
Canberra,S,W,S,No
Canberra,N,SE,WNW,No
Canberra,NNW,N,NW,No
Canberra,NNW,SW,NNW,No
Canberra,NW,NE,NNW,No
Canberra,NNW,N,NNW,No
Canberra,NNW,NNW,NNW,No
Canberra,WNW,NNW,WNW,No
Canberra,S,S,SSE,No
Canberra,SSE,SSW,SE,No
Canberra,S,SSE,WNW,No
Canberra,NNE,S,N,No
Canberra,E,SE,E,No
Canberra,S,SSE,SSE,Yes
Canberra,SSE,S,SSE,Yes
Canberra,SSW,S,S,No
Canberra,SSE,SSW,SW,No
Canberra,E,SSE,E,No
Canberra,E,S,E,No
Canberra,ESE,SW,N,No
Canberra,NNW,NE,N,No
Canberra,ESE,SW,WSW,No
Canberra,ESE,SSE,E,Yes
Canberra,SE,SSE,ESE,No
Canberra,S,SSW,SE,No
Canberra,SSW,S,SSE,No
Canberra,SE,SE,ENE,No
Canberra,NNW,E,N,No
Canberra,S,W,S,Yes
Canberra,S,S,S,No
Canberra,S,SSW,S,No
Canberra,S,S,SE,No
Canberra,SE,SSE,ESE,No
Canberra,NE,SW,NNE,No
Canberra,NW,WSW,NW,No
Canberra,NNW,NNW,NNW,No
Canberra,WNW,WNW,WNW,Yes
Canberra,WNW,WNW,W,No
Canberra,ENE,SSE,N,No
Canberra,NNW,SSW,N,No
Canberra,N,WNW,NNW,No
Canberra,NNW,SSE,NW,No
Canberra,NW,N,NW,Yes
Canberra,NW,WSW,WNW,No
Canberra,WNW,N,NNW,No
Canberra,NW,NNW,NNW,No
Canberra,ENE,SE,NNW,No
Canberra,E,SW,NNW,No
Canberra,NNE,WSW,N,No
Canberra,N,WSW,N,No
Canberra,NW,NW,NNW,No
Canberra,S,NW,S,Yes
Canberra,NW,NNW,NNW,Yes
Canberra,NW,W,NW,No
Canberra,NNW,NW,NNW,No
Canberra,NW,NW,NNW,No
Canberra,NW,NNW,WNW,No
Canberra,WNW,W,N,No
Canberra,NNW,NW,NNW,No
Canberra,ENE,W,N,No
Canberra,NNW,N,NNW,No
Canberra,N,SW,NW,No
Canberra,NNW,SE,NNW,No
Canberra,NNW,NW,WNW,Yes
Canberra,NNW,SW,NNW,No
Canberra,NNW,SW,NNW,No
Canberra,NNW,WSW,NNW,No
Canberra,N,SSE,N,Yes
Canberra,S,NW,S,Yes
Canberra,S,S,S,Yes
Canberra,WNW,ENE,N,No
Canberra,E,SSE,E,No
Canberra,NNW,SSW,NNW,No
Canberra,NE,E,E,No
Canberra,ENE,E,NNE,No
Canberra,NNW,SW,NW,No
Canberra,SW,S,SSW,No
Canberra,NW,SW,NNW,Yes
Canberra,NW,NNW,NW,No
Canberra,WNW,WNW,WNW,No
Canberra,WNW,NW,WNW,No
Canberra,WNW,WNW,N,No
Canberra,NW,ENE,NW,No
Canberra,NW,NW,WNW,No
Canberra,NW,WNW,NNW,No
Canberra,ENE,SSE,W,No
Canberra,NW,ENE,NW,No
Canberra,NW,NE,NW,No
Canberra,N,ENE,NW,No
Canberra,ENE,SE,SE,No
Canberra,N,N,NNW,No
Canberra,WNW,SE,NNW,No
Canberra,E,SSE,NNW,No
Canberra,E,SE,S,No
Canberra,ENE,NE,N,No
Canberra,NNW,N,NNW,No
Canberra,NW,N,NW,No
Canberra,WNW,SE,WNW,No
Canberra,WNW,NW,WNW,Yes
Canberra,NNW,WNW,WNW,Yes
Canberra,E,WNW,N,No
Canberra,NNW,N,NW,No
Canberra,W,WNW,WNW,No
Canberra,NNW,NE,NNW,No
Canberra,NW,WSW,NW,No
Canberra,W,SW,WSW,No
Canberra,NW,W,NW,Yes
Canberra,W,NW,WNW,No
Canberra,ENE,NNE,NNW,No
Canberra,E,SE,NNE,No
Canberra,E,NW,NNW,No
Canberra,NNW,SE,SE,No
Canberra,NW,NW,W,Yes
Canberra,NW,NW,WNW,No
Canberra,WSW,SSW,SW,No
Canberra,W,NW,NNW,Yes
Canberra,E,NW,WSW,Yes
Canberra,NW,N,ESE,No
Canberra,NW,NW,NNW,Yes
Canberra,NNW,SW,NW,No
Canberra,ENE,NE,NNE,No
Canberra,NNW,NW,NNW,No
Canberra,ESE,SSE,S,Yes
Canberra,ESE,SE,SE,Yes
Canberra,E,ESE,ESE,No
Canberra,WNW,NNE,WNW,No
Canberra,ENE,SE,SSW,No
Canberra,W,W,W,Yes
Canberra,E,N,N,Yes
Canberra,WNW,WNW,W,No
Canberra,WNW,SSE,N,No
Canberra,E,N,NW,No
Canberra,NW,W,NNW,No
Canberra,WNW,NE,WNW,No
Canberra,NW,NE,W,Yes
Canberra,ENE,E,NNE,Yes
Canberra,NW,NNE,NNE,No
Canberra,WNW,WNW,WNW,Yes
Canberra,NNE,ENE,N,No
Canberra,N,SW,NNE,No
Canberra,WNW,NW,WNW,No
Canberra,NNW,N,NW,No
Canberra,ESE,W,WSW,No
Canberra,ENE,SSW,SW,No
Canberra,NW,W,WNW,No
Canberra,ESE,NNW,NNE,No
Canberra,WSW,SW,NNW,Yes
Canberra,NNE,N,ENE,Yes
Canberra,SSW,SSE,SW,No
Canberra,NNW,NNW,WNW,No
Canberra,NW,SE,NNW,Yes
Canberra,ESE,S,ESE,Yes
Canberra,E,SE,ESE,Yes
Canberra,N,W,ESE,No
Canberra,NW,NW,NW,Yes
Canberra,NNW,NNE,NNW,No
Canberra,NW,NW,NW,No
Canberra,WNW,NW,WNW,No
Canberra,NW,NNW,W,No
Canberra,ENE,ENE,ENE,No
Canberra,ENE,ENE,ENE,No
Canberra,NE,ESE,ENE,No
Canberra,NE,SE,N,Yes
Canberra,NW,NNW,NNW,No
Canberra,W,SSW,NW,No
Canberra,W,NNW,WNW,Yes
Canberra,E,E,ENE,No
Canberra,SE,SE,ESE,No
Canberra,SE,ESE,ESE,No
Canberra,S,S,S,No
Canberra,SSW,S,WSW,No
Canberra,SSW,SSW,WNW,No
Canberra,SSW,SSE,SW,No
Canberra,S,S,ESE,Yes
Canberra,N,SSE,NNE,No
Canberra,E,ENE,SSE,No
Canberra,E,E,NNW,No
Canberra,NE,SSE,NNE,No
Canberra,NW,SSW,WNW,No
Canberra,ENE,ENE,SSE,No
Canberra,ESE,ESE,ESE,No
Canberra,ENE,SSE,NE,No
Canberra,ENE,ESE,W,No
Canberra,ESE,SSE,ESE,No
Canberra,NE,SSE,E,No
Canberra,WNW,SSE,NNW,No
Canberra,E,S,WNW,Yes
Canberra,W,ENE,NNE,No
Canberra,ENE,ENE,ENE,No
Canberra,E,E,NNW,No
Canberra,ENE,ESE,SE,No
Canberra,E,SE,ENE,No
Canberra,ENE,E,ENE,No
Canberra,S,E,W,No
Canberra,ENE,E,ENE,Yes
Canberra,E,SSE,NE,No
Canberra,NW,NNE,N,Yes
Canberra,NNW,S,NNW,No
Canberra,WNW,ENE,NW,No
Canberra,W,WNW,S,No
Canberra,WNW,NW,WNW,No
Canberra,NW,NW,N,No
Canberra,W,SW,W,No
Canberra,E,S,NE,No
Canberra,NW,ENE,WNW,No
Canberra,ENE,ESE,NNW,No
Canberra,ENE,SE,SE,No
Canberra,NNW,NNE,NW,No
Canberra,S,SE,E,No
Canberra,E,ESE,NNE,No
Canberra,NNW,S,NW,No
Canberra,WNW,NE,WNW,Yes
Canberra,NW,S,NW,No
Canberra,ESE,SSE,NW,No
Canberra,E,SSE,ENE,No
Canberra,ENE,ESE,NE,No
Canberra,NNW,NNW,WNW,Yes
Canberra,NW,NNW,WNW,No
Canberra,W,NNW,WNW,No
Canberra,W,SW,W,No
Canberra,N,NNW,NW,No
Canberra,N,S,NNW,No
Canberra,ENE,SSE,ENE,No
Canberra,WNW,N,WNW,No
Canberra,NNW,NW,NNW,No
Canberra,E,S,E,No
Canberra,ESE,SE,ENE,No
Canberra,SW,SW,SW,No
Canberra,W,S,N,No
Canberra,NNW,SSE,NNW,Yes
Canberra,SW,SSW,S,Yes
Canberra,S,S,SSE,No
Canberra,S,S,E,No
Canberra,NW,SSW,NW,No
Canberra,WSW,S,W,No
Canberra,SW,SSE,NNW,No
Canberra,W,NNW,SE,No
Canberra,NW,ENE,W,Yes
Canberra,ENE,SSE,NE,Yes
Canberra,NNW,N,NW,Yes
Canberra,S,NNW,SSE,Yes
Canberra,SSE,S,SSE,Yes
Canberra,S,SSE,SSE,No
Canberra,S,S,S,No
Canberra,S,NW,ESE,No
Canberra,NW,NNW,NW,No
Canberra,NNW,SSE,SSW,No
Canberra,S,E,S,Yes
Canberra,WNW,NNW,WNW,No
Canberra,E,SE,N,No
Canberra,E,SE,ESE,No
Canberra,E,SSE,E,No
Canberra,ESE,SE,E,No
Canberra,E,S,E,No
Canberra,SW,SE,SE,No
Canberra,NW,NW,NW,No
Canberra,WNW,WNW,WNW,No
Canberra,W,WNW,WNW,No
Canberra,WNW,NNW,NW,No
Canberra,WNW,WNW,WNW,No
Canberra,NW,NW,NW,No
Canberra,NW,N,WNW,Yes
Canberra,W,WNW,SW,No
Canberra,N,NW,N,No
Canberra,SSW,NE,SSE,No
Canberra,SSW,ESE,N,No
Canberra,ESE,NNW,N,No
Canberra,W,S,NNW,No
Canberra,S,S,S,No
Canberra,NW,SSE,NW,No
Canberra,WNW,N,WNW,No
Canberra,WNW,ESE,WNW,No
Canberra,NNW,NE,NNW,No
Canberra,NNW,NNW,WNW,No
Canberra,WNW,SSW,NW,No
Canberra,WNW,N,W,No
Canberra,NW,SSE,SW,Yes
Canberra,SSE,NE,W,No
Canberra,NNW,WNW,NNW,No
Canberra,NW,NW,NW,No
Canberra,NW,NW,NW,No
Canberra,S,SE,ENE,No
Canberra,SE,SE,NW,No
Canberra,ENE,NW,SSW,No
Canberra,NNW,NNW,NNW,No
Canberra,ENE,SW,ENE,No
Canberra,SW,WSW,NNW,Yes
Canberra,S,NW,E,Yes
Canberra,S,SSE,SSE,Yes
Canberra,S,NNE,SSW,No
Canberra,NNW,N,NNW,No
Canberra,NNW,SW,NNW,No
Canberra,NW,N,WSW,No
Canberra,SSE,N,NW,No
Canberra,SE,SE,NNW,No
Canberra,NNW,SE,SSW,No
Canberra,SSE,SSE,NW,No
Canberra,NNW,NNW,NNW,No
Canberra,NNW,WSW,NNW,No
Canberra,N,NNW,NNW,No
Canberra,NNW,NW,WSW,No
Canberra,WSW,W,WSW,No
Canberra,N,SSW,SSW,No
Canberra,NNW,SW,NW,No
Canberra,ESE,ESE,NW,No
Canberra,NNW,NE,NW,Yes
Canberra,W,NNW,NNW,Yes
Canberra,WNW,NW,WNW,Yes
Canberra,W,NW,WSW,Yes
Canberra,NNW,NW,NNW,No
Canberra,NNW,E,SSE,No
Canberra,S,SE,SSW,Yes
Canberra,S,S,SSE,No
Canberra,S,S,S,No
Canberra,SW,S,NNE,No
Canberra,NW,S,NW,Yes
Canberra,NW,NW,WNW,Yes
Canberra,WNW,NNW,W,No
Canberra,W,WNW,WSW,No
Canberra,NNW,NW,NW,No
Canberra,NNW,N,NW,No
Canberra,WNW,NNW,WNW,No
Canberra,NNE,NW,NW,Yes
Canberra,NW,NW,WNW,Yes
Canberra,WNW,NNW,NW,No
Canberra,WNW,NW,WNW,No
Canberra,N,WNW,NNW,No
Canberra,WNW,N,NNW,No
Canberra,NW,NW,NW,No
Canberra,W,NW,WNW,Yes
Canberra,N,SW,NNW,No
Canberra,N,NNE,N,No
Canberra,WNW,WNW,NW,No
Canberra,W,NW,WNW,No
Canberra,NNW,NW,N,No
Canberra,NW,W,NW,No
Canberra,NW,SSW,NW,Yes
Canberra,NNW,NNW,NNW,No
Canberra,SE,SE,SSE,No
Canberra,S,S,S,Yes
Canberra,SSW,S,S,Yes
Canberra,NW,NNW,NW,No
Canberra,NW,NW,WNW,Yes
Canberra,SSE,NNW,W,No
Canberra,N,W,N,No
Canberra,N,N,NNW,No
Canberra,NNW,NW,NNW,No
Canberra,S,NW,SSW,Yes
Canberra,NW,WSW,NW,Yes
Canberra,NW,SSW,W,No
Canberra,WNW,NNW,WNW,No
Canberra,NW,WNW,NNW,No
Canberra,NNW,NNE,NW,No
Canberra,S,S,SSW,No
Canberra,NNW,WNW,N,No
Canberra,NW,NE,N,No
Canberra,NW,NW,W,No
Canberra,NNW,E,NW,No
Canberra,WSW,WNW,N,No
Canberra,ESE,SE,SE,No
Canberra,ENE,SE,WSW,No
Canberra,N,WSW,N,No
Canberra,WNW,NNW,NW,No
Canberra,SSE,S,S,No
Canberra,S,S,S,No
Canberra,S,SSE,SSE,No
Canberra,SSW,S,SSE,No
Canberra,SE,S,SE,No
Canberra,NW,E,NW,No
Canberra,NNW,NW,NNW,No
Canberra,NW,NNW,WNW,No
Canberra,NW,NNW,NW,No
Canberra,N,E,NNW,No
Canberra,NNW,N,NW,No
Canberra,NNW,NNW,NW,No
Canberra,NNW,ENE,WNW,No
Canberra,NE,E,ENE,No
Canberra,S,ESE,WNW,No
Canberra,NW,SE,NW,Yes
Canberra,NW,NNW,NNW,No
Canberra,ENE,SE,ENE,No
Canberra,NE,ENE,NNW,No
Canberra,NW,N,WNW,No
Canberra,W,NNE,W,No
Canberra,NE,ENE,ENE,Yes
Canberra,NW,SSW,WNW,No
Canberra,WSW,SE,WNW,No
Canberra,W,N,SW,Yes
Canberra,ESE,S,SE,Yes
Canberra,NNE,ESE,NE,No
Canberra,NW,SE,NW,No
Canberra,E,SSE,SE,No
Canberra,NNE,E,N,No
Canberra,E,WSW,W,No
Canberra,NNW,S,NNW,No
Canberra,W,NNE,N,No
Canberra,W,NW,NNW,Yes
Canberra,NW,NW,W,Yes
Canberra,ENE,E,E,No
Canberra,E,ESE,E,No
Canberra,NE,NE,NE,Yes
Canberra,WNW,NW,WNW,Yes
Canberra,NW,NNW,WNW,No
Canberra,ESE,SE,E,No
Canberra,W,WSW,WSW,No
Canberra,S,WNW,SSW,No
Canberra,E,SE,SE,No
Canberra,NNE,SSE,N,Yes
Canberra,ESE,S,E,Yes
Canberra,WNW,SSE,W,No
Canberra,N,NE,W,No
Canberra,WNW,NNW,WNW,No
Canberra,W,NNW,W,No
Canberra,E,S,SSW,No
Canberra,NW,NNE,WSW,No
Canberra,W,NNW,NW,No
Canberra,WNW,NW,WNW,No
Canberra,NW,NNW,NNW,No
Canberra,NW,NW,W,No
Canberra,N,NW,NW,No
Canberra,E,SE,NW,No
Canberra,WSW,NW,WNW,No
Canberra,NW,NNE,W,No
Canberra,NW,E,WNW,No
Canberra,E,WNW,WSW,Yes
Canberra,ENE,ENE,SW,No
Canberra,E,E,NNW,No
Canberra,E,WSW,W,No
Canberra,ESE,SSW,WNW,No
Canberra,ESE,ESE,ENE,No
Canberra,NNW,NE,WNW,No
Canberra,NW,NNW,W,No
Canberra,WNW,WSW,W,No
Canberra,WNW,WNW,WNW,No
Canberra,ENE,WSW,N,No
Canberra,NW,NW,N,No
Canberra,W,SSW,NNE,No
Canberra,ENE,ESE,SE,No
Canberra,ESE,SE,WSW,No
Canberra,WNW,S,WNW,Yes
Canberra,WNW,N,N,No
Canberra,NW,NNW,WNW,No
Canberra,W,NW,WNW,No
Canberra,ENE,NNW,W,No
Canberra,E,E,ENE,No
Canberra,E,E,E,No
Canberra,E,ESE,ENE,No
Canberra,NE,NE,N,No
Canberra,S,S,S,Yes
Canberra,ENE,SSE,SSW,No
Canberra,ENE,ESE,W,No
Canberra,ENE,SW,WNW,No
Canberra,ENE,W,NNE,No
Canberra,SE,SW,E,No
Canberra,ESE,SE,S,No
Canberra,ESE,ESE,SE,No
Canberra,E,SSE,ESE,Yes
Canberra,ESE,SSE,ESE,Yes
Canberra,SE,SSE,ESE,Yes
Canberra,S,S,S,No
Canberra,ENE,WSW,SE,No
Canberra,ENE,W,WNW,No
Canberra,ENE,ESE,NNW,No
Canberra,W,ESE,NNW,No
Canberra,E,N,WNW,No
Canberra,WSW,SSW,NNW,No
Canberra,NW,NNW,W,No
Canberra,SSE,S,ESE,Yes
Canberra,E,SSE,E,No
Canberra,ESE,ESE,NNE,No
Canberra,ENE,ESE,W,No
Canberra,NW,NNW,WNW,No
Canberra,WNW,SSW,NW,No
Canberra,WNW,NNE,W,No
Canberra,W,NE,WNW,Yes
Canberra,ENE,SSE,SW,Yes
Canberra,ESE,E,N,Yes
Canberra,E,E,E,No
Canberra,E,ESE,ENE,Yes
Canberra,NNE,SE,N,No
Canberra,NW,NNW,N,Yes
Canberra,NNE,SW,N,No
Canberra,ENE,SSE,ESE,Yes
Canberra,WSW,NE,NW,Yes
Canberra,SSW,SSE,WNW,Yes
Canberra,NNW,SE,NW,Yes
Canberra,SW,ESE,SSW,No
Canberra,ESE,S,ESE,Yes
Canberra,ESE,SE,ESE,No
Canberra,E,E,ENE,No
Canberra,NE,SSW,NW,No
Canberra,NNE,ESE,SE,No
Canberra,ENE,ESE,NNW,No
Canberra,NW,NNE,N,No
Canberra,SSE,ESE,E,No
Canberra,ENE,ESE,NW,Yes
Canberra,NW,E,NW,No
Canberra,W,N,W,No
Canberra,NW,E,WNW,No
Canberra,W,SSW,W,No
Canberra,NW,SSE,NNW,No
Canberra,ENE,SSE,NNW,No
Canberra,NW,NNE,W,No
Canberra,E,E,WNW,No
Canberra,NE,SE,N,No
Canberra,E,ENE,W,No
Canberra,NNW,SSE,NNW,No
Canberra,NNW,N,NNW,No
Canberra,WNW,SW,WNW,No
Canberra,ENE,NNE,WSW,No
Canberra,ENE,ESE,ENE,No
Canberra,E,NNE,W,No
Canberra,NNE,ESE,NE,No
Canberra,NW,ESE,W,No
Canberra,W,ESE,W,No
Canberra,SE,ESE,W,No
Canberra,N,SSE,N,Yes
Canberra,SSW,ENE,SW,No
Canberra,NNE,S,ENE,No
Canberra,ESE,E,E,No
Canberra,ENE,SE,NE,No
Canberra,NW,N,NW,No
Canberra,E,SE,ENE,No
Canberra,W,ESE,N,Yes
Canberra,WSW,SSE,W,Yes
Canberra,E,ESE,ENE,No
Canberra,ENE,NNE,S,No
Canberra,SE,SSE,SE,No
Canberra,E,SSE,SE,No
Canberra,NE,E,NNE,No
Canberra,NNW,N,WNW,Yes
Canberra,E,SSE,WSW,Yes
Canberra,S,SSE,ESE,No
Canberra,ESE,SE,SSE,No
Canberra,S,SSE,SSE,No
Canberra,WNW,ENE,NW,No
Canberra,N,NW,WNW,No
Canberra,E,SE,NE,No
Canberra,NNE,ENE,SE,No
Canberra,NE,SE,NNE,No
Canberra,NW,W,WSW,No
Canberra,NNW,NW,NW,No
Canberra,NW,NNW,NW,No
Canberra,WNW,S,WNW,No
Canberra,E,NE,NW,No
Canberra,ENE,S,WSW,No
Canberra,NW,NNW,WNW,No
Canberra,WNW,NW,NW,No
Canberra,ENE,SSE,WNW,No
Canberra,NW,NNE,WNW,No
Canberra,NW,SE,NNW,No
Canberra,NW,N,NW,No
Canberra,E,N,N,No
Canberra,E,SE,SW,No
Canberra,ENE,ESE,NE,No
Canberra,NW,SE,N,No
Canberra,WNW,E,NW,No
Canberra,NNW,SSW,NW,No
Canberra,E,E,ENE,Yes
Canberra,ENE,WSW,SW,No
Canberra,E,SSW,NNW,No
Canberra,ENE,SE,SSE,No
Canberra,SSE,NNE,SE,No
Canberra,S,S,S,No
Canberra,ENE,SW,E,No
Canberra,WSW,NE,WNW,No
Canberra,WNW,SSE,W,No
Canberra,NW,NW,NNW,No
Canberra,NW,NNW,NW,Yes
Canberra,NW,NW,WNW,Yes
Canberra,NW,NNW,NW,No
Canberra,WNW,NW,WNW,No
Canberra,NNW,NW,WNW,No
Canberra,NNW,NW,NW,No
Canberra,NNW,WNW,NNW,Yes
Canberra,NW,NNW,NW,Yes
Canberra,NW,WNW,WNW,No
Canberra,NW,NNW,NNW,No
Canberra,NW,NNW,WNW,No
Canberra,NW,ESE,NNW,No
Canberra,WNW,N,WNW,No
Canberra,NW,SE,NW,No
Canberra,WNW,WNW,NW,No
Canberra,NNW,N,NNW,No
Canberra,W,NW,WNW,No
Canberra,SE,ESE,N,No
Canberra,NW,NNW,NW,No
Canberra,W,NW,WNW,No
Canberra,NNW,NNW,WNW,No
Canberra,NNW,SE,NNW,No
Canberra,NW,NNW,NW,No
Canberra,WNW,NW,WNW,Yes
Canberra,NNW,ESE,N,No
Canberra,N,S,NNW,No
Canberra,ESE,SSE,E,No
Canberra,ESE,SW,SSE,No
Canberra,ESE,SE,ESE,Yes
Canberra,NNE,SE,E,No
Canberra,ENE,SE,ESE,Yes
Canberra,E,S,N,Yes
Canberra,WNW,NW,WNW,Yes
Canberra,NW,NW,NW,No
Canberra,NW,NW,NW,No
Canberra,NNW,NW,NW,Yes
Canberra,NW,N,WNW,No
Canberra,W,WNW,WNW,No
Canberra,NW,N,NNW,No
Canberra,NW,SSE,NNW,No
Canberra,N,NNW,NW,No
Canberra,NNW,NNW,NW,Yes
Canberra,S,SSW,E,Yes
Canberra,SE,ESE,ESE,No
Canberra,WNW,NW,NW,Yes
Canberra,NW,NW,NNW,No
Canberra,NW,NNW,NW,No
Canberra,NNW,NNW,NW,No
Canberra,NW,NNW,WNW,Yes
Canberra,NNW,NNW,NW,No
Canberra,NNW,SSE,NNW,No
Canberra,NW,NNW,NNW,No
Canberra,NNW,NW,NNW,No
Canberra,N,SSE,NNE,No
Canberra,NW,ESE,SSW,Yes
Canberra,NW,WNW,N,Yes
Canberra,S,S,SSW,No
Canberra,SSW,SSE,SE,No
Canberra,NNE,ESE,NNE,No
Canberra,NW,N,NW,Yes
Canberra,NNW,NNW,NW,No
Canberra,WNW,NW,WNW,Yes
Canberra,WNW,N,WNW,No
Canberra,N,SE,NW,No
Canberra,N,N,NNW,No
Canberra,NW,S,WNW,No
Canberra,NW,S,W,No
Canberra,NW,N,NNW,Yes
Canberra,SW,ESE,NNE,Yes
Canberra,NNW,SW,NW,No
Canberra,NNW,NW,NNW,No
Canberra,WNW,NW,N,Yes
Canberra,NW,NW,NW,Yes
Canberra,NW,NW,NW,No
Canberra,WNW,NNW,WNW,Yes
Canberra,WNW,N,WNW,No
Canberra,NW,ESE,NW,No
Canberra,NNW,N,N,No
Canberra,W,NW,NNW,No
Canberra,NNW,N,NW,No
Canberra,SSE,SE,SSE,Yes
Canberra,S,SSE,S,No
Canberra,SSE,SSE,ESE,No
Canberra,S,S,W,No
Canberra,NW,ESE,NW,No
Canberra,ENE,SE,WSW,No
Canberra,NNW,NW,NNW,No
Canberra,NW,NNW,WNW,Yes
Canberra,NNW,NW,NNW,No
Canberra,WNW,ENE,N,No
Canberra,WNW,NW,WNW,No
Canberra,WNW,SE,NNW,No
Canberra,N,N,NNW,No
Canberra,NW,N,WNW,No
Canberra,NNW,WSW,NNW,No
Canberra,NNW,WSW,NNW,No
Canberra,W,W,WNW,Yes
Canberra,WNW,N,WNW,Yes
Canberra,N,S,WSW,No
Canberra,S,SE,NNW,Yes
Canberra,ESE,SSE,E,No
Canberra,SW,S,N,No
Canberra,NNW,NNE,NNW,No
Canberra,NNE,SSW,N,No
Canberra,NNW,W,NW,No
Canberra,NNW,NNW,NW,Yes
Canberra,NNW,NW,NNW,Yes
Canberra,SE,SE,S,No
Canberra,WNW,NW,NW,Yes
Canberra,NW,NW,NNW,No
Canberra,N,S,N,No
Canberra,N,SW,NNW,No
Canberra,ENE,S,N,No
Canberra,NNW,NNW,NW,No
Canberra,NNW,NNW,NNE,No
Canberra,NW,NW,WNW,Yes
Canberra,NNW,E,NNW,No
Canberra,NW,W,N,No
Canberra,NE,ESE,NE,No
Canberra,N,N,W,No
Canberra,WNW,NNW,NW,Yes
Canberra,WNW,NW,W,No
Canberra,NW,NE,NW,No
Canberra,SSE,SW,SE,No
Canberra,NNW,NW,NNW,Yes
Canberra,NNW,SSW,NNW,No
Canberra,S,ESE,WNW,Yes
Canberra,SSW,NNE,W,Yes
Canberra,SSW,S,SSE,No
Canberra,NW,NW,NW,No
Canberra,W,NW,WNW,No
Canberra,WNW,WNW,WNW,No
Canberra,NW,NW,WNW,Yes
Canberra,NNW,SW,NNW,No
Canberra,NNW,NNE,NW,Yes
Canberra,NNW,NNW,NW,Yes
Canberra,NW,NNW,NW,Yes
Canberra,NW,NW,NNW,No
Canberra,NW,WNW,W,Yes
Canberra,WNW,WNW,NW,Yes
Canberra,W,WNW,WNW,Yes
Canberra,WNW,NNE,WNW,No
Canberra,NW,N,WNW,No
Canberra,ENE,NNE,E,No
Canberra,W,S,NW,No
Canberra,WNW,NW,NNW,No
Canberra,WNW,W,WNW,No
Canberra,WNW,NNW,WNW,No
Canberra,S,SE,SSW,No
Canberra,NNW,ESE,N,No
Canberra,N,N,NNW,No
Canberra,NNW,NW,NNW,No
Canberra,NW,NNW,WNW,Yes
Canberra,NW,NW,WNW,No
Canberra,N,W,N,No
Canberra,NNW,SSW,NNW,No
Canberra,NNW,NE,NNW,No
Canberra,NNW,NNW,SE,Yes
Canberra,S,S,NNW,Yes
Canberra,N,S,N,No
Canberra,NNW,NNE,NNW,No
Canberra,E,NW,N,No
Canberra,ENE,SSW,SE,No
Canberra,NE,SSW,N,No
Canberra,NW,WNW,WNW,Yes
Canberra,NW,NNW,W,No
Canberra,NW,WNW,NW,No
Canberra,NNW,NNW,NNW,No
Canberra,NNW,NNW,WNW,No
Canberra,WNW,W,WNW,No
Canberra,NW,WNW,WNW,No
Canberra,N,NW,NW,No
Canberra,NNW,SSW,NW,No
Canberra,NE,ENE,NW,Yes
Canberra,WNW,NNW,WNW,Yes
Canberra,N,NNE,N,No
Canberra,WNW,WNW,WNW,Yes
Canberra,NNW,SSE,N,No
Canberra,ENE,NNW,N,No
Canberra,NNW,E,WNW,No
Canberra,N,E,NW,No
Canberra,WNW,NW,NW,No
Canberra,ESE,W,NW,No
Canberra,NW,E,WNW,Yes
Canberra,NNW,NNW,NW,No
Canberra,WNW,SSW,NNW,Yes
Canberra,N,NNW,N,No
Canberra,N,NNW,NW,No
Canberra,NE,SSE,N,No
Canberra,NNW,NW,WNW,No
Canberra,WNW,SW,NW,No
Canberra,NW,WSW,NW,No
Canberra,W,NW,W,No
Canberra,W,W,WNW,No
Canberra,NW,SSE,WNW,No
Canberra,NW,S,NW,No
Canberra,ESE,NNE,WNW,No
Canberra,NNW,W,NW,Yes
Canberra,NW,NNE,WNW,No
Canberra,E,S,E,Yes
Canberra,SE,S,ENE,Yes
Canberra,W,NW,WNW,Yes
Canberra,E,NNE,S,No
Canberra,NNW,NE,WNW,No
Canberra,WNW,NNW,W,No
Canberra,ENE,NW,WNW,No
Canberra,E,ENE,N,No
Canberra,NE,ESE,N,No
Canberra,ENE,NNW,N,No
Canberra,NNE,SE,NE,Yes
Canberra,NW,WSW,WNW,No
Canberra,ENE,SE,NNE,No
Canberra,W,WNW,W,No
Canberra,SSW,N,W,Yes
Canberra,NW,WNW,W,Yes
Canberra,NW,N,WNW,No
Canberra,SE,NE,S,No
Canberra,ENE,SE,ENE,No
Canberra,E,ENE,E,No
Canberra,SSW,SE,NE,No
Canberra,ENE,SE,NE,Yes
Canberra,ENE,N,NNW,No
